"","V1","V2","V3","V4"
"1",1.5,1.5,1.5,1.5
"2",1.5,1.5,1.5,1.5
"3",1.5,1.5,1.5,1.5
"4",1.5,1.5,1.5,1.5
"5",1.5,1.5,1.5,1.5
"6",1.5,1.5,1.5,1.5
"7",1.5,1.5,1.5,1.5
"8",0.739199084536855,1.19401379203878,2.02742180503592,1.12582178544208
"9",1.02233798116749,0.897779171411561,1.84978576830321,1.31840011365151
"10",1.02233798116749,0.897779171411561,1.84978576830321,1.31840011365151
"11",1.02233798116749,0.897779171411561,1.84978576830321,1.31840011365151
"12",1.02233798116749,0.897779171411561,1.84978576830321,1.31840011365151
"13",1.02233798116749,0.897779171411561,1.84978576830321,1.31840011365151
"14",1.02233798116749,0.897779171411561,1.84978576830321,1.31840011365151
"15",0.0853798653382238,0.64585814992851,1.39555043389316,2.01509892403631
"16",0.0853798653382238,0.64585814992851,1.39555043389316,2.01509892403631
"17",0.918090898937428,0.0801999056909609,1.33075468010153,2.28292201813174
"18",0.918090898937428,0.0801999056909609,1.33075468010153,2.28292201813174
"19",0.918090898937428,0.0801999056909609,1.33075468010153,2.28292201813174
"20",0.918090898937428,0.0801999056909609,1.33075468010153,2.28292201813174
"21",0.918090898937428,0.0801999056909609,1.33075468010153,2.28292201813174
"22",0.918090898937428,0.0801999056909609,1.33075468010153,2.28292201813174
"23",1.16200790374979,0.00400365761301855,1.24240183609311,3.31012152900211
"24",1.16200790374979,0.00400365761301855,1.24240183609311,3.31012152900211
"25",1.16200790374979,0.00400365761301855,1.24240183609311,3.31012152900211
"26",1.16200790374979,0.00400365761301855,1.24240183609311,3.31012152900211
"27",1.16200790374979,0.00400365761301855,1.24240183609311,3.31012152900211
"28",1.16200790374979,0.00400365761301855,1.24240183609311,3.31012152900211
"29",1.16200790374979,0.00400365761301855,1.24240183609311,3.31012152900211
"30",1.16200790374979,0.00400365761301855,1.24240183609311,3.31012152900211
"31",1.16200790374979,0.00400365761301855,1.24240183609311,3.31012152900211
"32",1.16200790374979,0.00400365761301855,1.24240183609311,3.31012152900211
"33",1.16200790374979,0.00400365761301855,1.24240183609311,3.31012152900211
"34",1.16200790374979,0.00400365761301855,1.24240183609311,3.31012152900211
"35",1.16200790374979,0.00400365761301855,1.24240183609311,3.31012152900211
"36",1.16200790374979,0.00400365761301855,1.24240183609311,3.31012152900211
"37",1.16200790374979,0.00400365761301855,1.24240183609311,3.31012152900211
"38",1.16200790374979,0.00400365761301855,1.24240183609311,3.31012152900211
"39",1.16200790374979,0.00400365761301855,1.24240183609311,3.31012152900211
"40",1.16200790374979,0.00400365761301855,1.24240183609311,3.31012152900211
